parcelid,latitude,longitude
12441327,33885190,-118183144
12461763,33837084,-118171319
12461863,33837727,-118173151
12462186,33835626,-118172249
12464751,33829511,-118198354
12470846,33846677,-118156183
12473003,33852068,-118157716
12484378,33850923,-118123354
12524774,33774074,-118138778
12536019,33767760,-118141422
12539628,33773693,-118156341
12544041,33766801,-118162119
12546487,33765800,-118183000
12582183,33825008,-118252227
12589960,33827819,-118295395
12591004,33836612,-118289685
12604427,33834005,-118342831
12609856,33810332,-118317649
12621815,33804442,-118291887
12638925,33809702,-118302190
12654692,33721275,-118293392
12676155,33855194,-118360271
12696194,33754279,-118319934
12706452,33790828,-118365400
12708189,33757509,-118390656
12708235,33756113,-118392141
12710013,33772015,-118391678
12725384,33921525,-118075679
12736907,33913342,-118007525
12741522,33900197,-118055154
12754946,33899341,-118075573
12755699,33900125,-118087020
12762271,33891190,-118013687
12769040,34043466,-118005755
12798397,33957744,-118030248
12800503,33948330,-118044083
12804021,33972614,-118063227
12816009,34041485,-117958653
12818287,34019686,-117981603
12822905,33946941,-117995592
12835082,34003805,-117960157
12858450,33986890,-117830291
12867320,34100918,-117717051
12877939,34034243,-117736771
12882981,34072020,-117744795
12902350,34109806,-117829824
12925658,34087775,-117898515
12935413,34076868,-117883289
12940875,34062641,-117962528
12947484,34070757,-117916349
12958325,34146058,-118010582
12967612,34162518,-117995131
12999181,34103401,-118026572
13005824,34094498,-118035071
13013023,34147262,-117946609
13024990,34115973,-117897633
13031217,34139378,-117874943
13044578,34134154,-117823516
13052192,34123224,-117714725
13054633,34143263,-117771565
13063803,34048680,-117785360
13078707,34020878,-117857977
13096727,34032307,-117930950
13839640,33742971,-117892484
13851542,33932521,-117961252
13854200,33920445,-117947511
13870278,33862932,-117967338
13875490,33871894,-117908528
13877405,33840115,-117918336
13900289,33414785,-117594948
13907377,33842972,-117988579
13916690,33856392,-117940164
13918569,33820875,-117994783
13926093,33778652,-118079615
13939398,33773726,-117817188
13960289,33769135,-117917399
13961078,33747500,-117803208
13968678,33733309,-117986021
13969223,33732107,-117951960
13970389,33739415,-117934586
13987237,33812987,-117975469
13995431,33809635,-117956955
14005290,33799780,-118003339
14012091,33814686,-118023966
14016667,33853025,-118006010
14019568,33681491,-117929930
14025786,33675349,-117895710
14026185,33684685,-117910185
14034672,33734240,-117914864
14059290,33697274,-117952081
14060169,33699761,-117950192
14062364,33687475,-117963313
14064964,33685416,-117991962
14068125,33705101,-118028731
14077308,33715001,-117938890
14091295,33765146,-118021727
14096605,33777978,-118012476
14106576,33814659,-118033047
14107372,33810714,-118061560
14108455,33815828,-118049919
14110321,33828394,-118047428
14116901,33823285,-117887547
14126315,33847032,-118018930
14133317,33880259,-117968929
14138635,33914960,-117898585
14143290,33898078,-117965973
14153829,33937077,-117899368
14170804,33897237,-117867378
14185407,33869679,-117810469
14193280,33890362,-117791707
14194025,33883357,-117781127
14195754,33901306,-117768761
14197578,33872155,-117762235
14203307,33861218,-117750492
14206851,33857621,-117753141
14219543,33830913,-117754548
14227238,33814947,-117848305
14230915,33803988,-117826972
14270215,33681135,-117895911
14278335,33640377,-117942536
14281134,33647840,-117901293
14285823,33731557,-117821951
14297606,33632805,-117870289
14298224,33672767,-117827201
14315645,33603922,-117871467
14316455,33600855,-117868406
14337646,33780534,-117773790
14352938,33708717,-117758952
14372509,33644093,-117700659
14388860,33593143,-117706542
14401034,33542630,-117776492
14415756,33543351,-117694554
14420200,33516858,-117759921
14422337,33505916,-117713487
14423504,33492100,-117658000
14432021,33484909,-117687481
14434318,33469233,-117661315
14476454,33617260,-117633389
14479017,33599393,-117641962
14480400,33623517,-117587400
14487320,33617004,-117653338
14494225,33627443,-117639670
14500425,33655121,-117637410
14762554,33639473,-117837402
12429638,33844309,-118106498
14452314,33466549,-117592119
12230337,33936641,-118236291
14352341,33736691,-117764189
17106994,34269584,-119221580
14464551,33556415,-117634165
11263586,34650903,-118207138
14328223,33643822,-117771172
14166514,33904344,-117757845
14354422,33693539,-117752209
14459311,33540628,-117637974
14290425,33702731,-117804601
10991993,34273565,-118351505
11848132,34055879,-118127790
11186804,34623535,-118192926
11268689,34640384,-118185603
17112226,34249394,-119175722
12508795,33801296,-118157888
11216883,34568975,-118009583
11191188,34594780,-118174233
11313333,34665899,-118067870
14090235,33762889,-118038885
17053512,34438510,-119262884
17053948,34434346,-119290912
17074203,34295361,-119201115
17075995,34285191,-119271307
17094016,34279021,-119176949
17114604,34252824,-119198342
17136683,34238566,-119026593
17142502,34235224,-118996464
17148274,34181359,-119196210
17148420,34184474,-119197381
17174233,34151304,-119187558
17191847,34185557,-118956331
17199638,34266951,-118893115
17228326,34284871,-118741699
17235238,34273481,-118712468
17238411,34271253,-118721544
17247692,34253798,-118788636
17248697,34254967,-118765775
17254503,34278070,-118747937
17256437,34265417,-118729893
17267401,34182717,-118930325
17281934,34192773,-118867871
17286101,34180563,-118895526
17286562,34183616,-118894259
17290303,34181401,-118818633
10720551,34207982,-118607563
10728336,34188801,-118649422
10731209,34180503,-118624752
10731969,34170377,-118619034
10737005,34165548,-118658164
10779351,34182113,-118526075
10808868,34162253,-118605278
10811303,34146123,-118592963
10813112,34161205,-118560576
10814025,34152907,-118545885
10819851,34207040,-118514897
10821963,34205792,-118481276
10834996,34198790,-118517237
10841127,34188649,-118438275
10841311,34185092,-118435462
10845570,34174725,-118443103
10853913,34158308,-118485403
10855720,34159250,-118451026
10889486,34183192,-118381739
10894747,34169253,-118424621
10918635,34139280,-118426510
10931119,34154260,-118361999
10932151,34147741,-118364646
10935221,34126980,-118347633
10936062,34174055,-118356205
10941487,34165961,-118330522
10958685,34161772,-118343961
11015775,34298379,-118498207
11027342,34231022,-118418171
11037313,34249284,-118430300
11063098,34238933,-118508445
11071779,34258741,-118582495
11072048,34261356,-118573129
11074204,34266116,-118529065
11100427,34226236,-118544230
11101733,34222679,-118531550
11111232,34446063,-118538084
11121730,34456419,-118496958
11164477,34381002,-118553068
11174659,34498561,-118628371
11175830,34471529,-118618115
11184582,34625561,-118223722
11194907,34610778,-118130408
11205314,34575858,-118070988
11211482,34560693,-118054731
11213072,34573264,-118034866
11239816,34548785,-118086022
11276408,34713144,-118155994
11282273,34669272,-118115650
11282319,34674046,-118118653
11289124,34699137,-118132221
11299067,34684567,-118099835
11315019,34709080,-118097008
11344912,34468873,-118532711
11393304,33982101,-118317480
11437097,33891566,-118339837
11457422,33966019,-118387379
11458240,33963135,-118401483
11494405,33861152,-118383580
11500469,33878398,-118390267
11511059,33870982,-118388663
11521381,34012302,-118393407
11523454,33978862,-118401388
11561544,34027459,-118434812
11575798,34014088,-118466484
11576436,34026159,-118459441
11610423,34033461,-118411138
11619917,34058006,-118426934
11621556,34062203,-118420683
11622126,34061236,-118407205
11667236,34051216,-118534387
11672170,34072220,-118547322
11688847,34034243,-118851951
11703397,33997410,-118319101
11740115,34050514,-118372112
11808891,34080221,-118212639
11818723,34073423,-118164974
11867445,34084210,-118156010
11903835,34074142,-118155576
11913302,34105149,-118111001
11920659,34115150,-118088987
11930001,34097692,-118067878
11931813,34086428,-118075677
11944898,34093347,-118276062
11966624,34107660,-118191580
11966700,34115409,-118202667
11972668,34120283,-118203220
11973801,34125879,-118200889
11974390,34131542,-118191553
12022606,34099919,-118389351
12042449,34235345,-118260694
12056031,34170887,-118275774
12074205,34180944,-118226258
12098637,34126887,-118172943
12118575,34160069,-118107311
12126440,34152180,-118072436
12131911,34161386,-118043813
12140884,34128316,-118016021
12144677,34114086,-118038508
12154056,34205258,-118203884
12155957,34206055,-118180552
12159764,34191963,-118161704
12160631,34195201,-118154418
12163829,34190270,-118145455
12165828,34171507,-118139236
12176758,34221088,-118196743
12178943,34242472,-118223682
12183115,33988565,-118283637
12207148,33966987,-118313913
12227186,33942811,-118287874
12234953,33935873,-118278147
12240797,33923415,-118268094
12256976,33890762,-118265956
12292332,33921292,-118198740
12299301,33948786,-118200656
12311224,33945729,-118195040
12335508,33926582,-118142949
12348585,33905285,-118130169
12376352,34014160,-118114355
12386887,33960909,-118125595
12412011,33861593,-118068656
12438081,33821398,-118066310
12445733,33878178,-118135103
12450550,33871489,-118152897
12462694,33827469,-118170276
12478811,33868132,-118123297
12483588,33855009,-118122510
12496055,33816469,-118123850
12515079,33801366,-118120229
12523680,33786259,-118131276
12530979,33758578,-118136092
12532802,33769025,-118138160
12533515,33786912,-118148490
12544111,33769872,-118163350
12579517,33818697,-118271758
12614348,33814070,-118353292
12640861,33760207,-118298277
12654248,33724900,-118293511
12657903,33714701,-118304059
12697162,33745885,-118334188
12697915,33743014,-118316021
12705385,33764332,-118371998
12705946,33783865,-118358872
12717764,33944122,-118093297
12733017,33927078,-117979409
12747794,33902969,-118068929
12755508,33899887,-118091037
12756229,33895442,-118091532
12793335,33936829,-118029699
12796242,33947910,-118018788
12807610,33962113,-118073847
12808753,34046315,-117976047
12818488,34020129,-117983913
12834053,34000553,-117957880
12839101,34033861,-117946228
12842254,34025465,-117919484
12842445,34011486,-117928831
12846628,33979620,-117907141
12854794,34020516,-117790373
12876395,34051393,-117733386
12882506,34069072,-117740527
12905041,34107979,-117809114
12947806,34066298,-117916886
12952550,34061497,-117927497
12956343,34049102,-117889522
12962570,34117559,-118007319
12978260,34098711,-117964483
12998102,34102539,-118023525
13033485,34133252,-117866152
13034354,34124920,-117866859
13036284,34111433,-117857678
13046164,34126881,-117781648
13048632,34123931,-117766375
13049826,34134750,-117757355
13050922,34124251,-117717330
13053115,34130296,-117709804
13060870,34027262,-117805768
13069115,34038705,-117841360
13089067,34022443,-117872850
13845278,33726523,-117871696
13883491,33835811,-117892347
13897857,33434124,-117621872
13901622,33884657,-117999712
13914186,33855179,-117953859
13915700,33861418,-117936711
13917236,33852350,-117900223
13930325,33792125,-117954194
13934295,33789317,-117930986
13938654,33775201,-117821668
13945049,33751138,-117975939
13958114,33759424,-117931888
13962560,33749720,-117781454
13968172,33732474,-117983521
13976293,33702828,-118022301
14004227,33784806,-117989342
14007106,33792857,-117981090
14024152,33673011,-117890871
14027829,33739212,-117996436
14040219,33727879,-118027941
14069653,33710843,-118006782
14071755,33707927,-117965516
14072776,33714487,-117966775
14100350,33799004,-118011642
14102125,33775879,-117911533
14113463,33824935,-118032921
14120092,33845593,-118052264
14123728,33856021,-118031541
14126961,33853187,-118022345
14128084,33847962,-117914842
14143268,33897696,-117966600
14146222,33914709,-117936453
14152388,33941664,-117931035
14168544,33895441,-117827126
14178475,33883993,-117852579
14193135,33892667,-117790988
14197556,33873314,-117762767
14219911,33815443,-117776588
14222900,33827267,-117795735
14243370,33786600,-117801000
14245429,33760633,-117811251
14245744,33770882,-117828455
14247465,33762838,-117802821
14249565,33768146,-117844248
14254508,33757571,-117803793
14255802,33755085,-117815817
14274046,33654789,-117935025
14300550,33691021,-117776350
14302741,33703236,-117794590
14317556,33596749,-117866555
14318755,33616476,-117836168
14329673,33546549,-117790310
14361682,33684093,-117665700
14370347,33652937,-117676065
14385172,33606225,-117734707
14390574,33570456,-117677879
14400820,33545760,-117777583
14413129,33518626,-117695530
14419837,33522828,-117722384
14421677,33519279,-117711145
14431446,33494896,-117675533
14433859,33499121,-117693151
14451012,33412900,-117604484
14475640,33604548,-117634638
14478795,33597286,-117648004
14484260,33611249,-117619591
14485149,33626746,-117610875
14498091,33648955,-117589285
14498460,33646533,-117594561
10714293,34224636,-118606848
14485660,33626955,-117603437
17204294,34271400,-118861157
11306013,34688266,-118202938
17263414,34265135,-118687207
14135490,33882003,-117958660
11138070,34365641,-118532340
11926577,34119132,-118054829
14454548,33474027,-117593927
14458209,33536305,-117642965
14465208,33557684,-117636122
17187891,34211182,-119017524
17196448,34305842,-118887031
17092445,34271351,-119183061
11216187,34577132,-118015592
11291909,34690220,-118124254
12277001,33894094,-118238699
12873778,34074735,-117724789
14069001,33710929,-118046405
17055318,34451547,-119243600
17081403,34266930,-119275820
17100875,34346758,-119082406
17137967,34238533,-119023634
17145296,34219593,-119199073
17197138,34276472,-118900656
17201815,34271469,-118879375
17203380,34279616,-118876306
17225696,34231601,-118795871
17232338,34290132,-118719108
17236991,34294803,-118674703
17250887,34267489,-118754319
17253613,34264072,-118762044
17255149,34275571,-118750227
17260609,34275212,-118677825
17264181,34175380,-118933767
17283416,34197349,-118848020
17293201,34146775,-118845392
17293685,34149376,-118849072
10730297,34193413,-118629475
10765006,34215359,-118557249
10769288,34209408,-118592975
10788810,34192273,-118576858
10796392,34168627,-118586782
10797244,34183430,-118566983
10814525,34139364,-118547291
10820666,34218530,-118505384
10835696,34191344,-118516509
10837007,34187302,-118493032
10844357,34176436,-118455075
10846878,34169698,-118434902
10853147,34163408,-118497840
10891652,34175936,-118382800
10900384,34161891,-118384051
10915481,34138029,-118379166
10918161,34145277,-118421289
10918659,34139534,-118424215
10935472,34123491,-118343656
10954054,34206561,-118333813
10968578,34304804,-118443302
10975160,34300324,-118432826
10979302,34302527,-118413563
10986370,34271061,-118409024
10994339,34266751,-118321333
11000178,34244327,-118289661
11012321,34296632,-118458223
11017157,34294278,-118458897
11020456,34255357,-118438183
11051636,34258967,-118479234
11058235,34268550,-118497940
11059900,34245750,-118493602
11104363,34434488,-118472597
11105213,34423728,-118461964
11107837,34455996,-118531236
11118858,34433417,-118546288
11122146,34446180,-118502015
11158276,34428796,-118530864
11160971,34445454,-118396390
11186935,34612409,-118184799
11188166,34593556,-118154714
11197556,34565622,-118123110
11203737,34565973,-118076982
11205576,34564988,-118062187
11206022,34566358,-118067106
11210899,34569522,-118038533
11234762,34553667,-118071349
11240447,34549071,-118139539
11269889,34667275,-118184274
11284811,34676626,-118144080
11285226,34675999,-118140136
11287592,34708886,-118141755
11289254,34697329,-118131115
11294878,34694652,-118109766
11295962,34693599,-118102463
11296692,34699099,-118104970
11304340,34686421,-118184259
11319415,34641290,-118235719
11319606,34656285,-118236557
11338107,34782371,-118283321
11345259,34458933,-118515168
11389668,33985533,-118349672
11435583,33901605,-118335876
11437643,33888865,-118340358
11449127,33871469,-118328780
11456824,33967126,-118393643
11472354,33926284,-118417168
11498745,33890984,-118381367
11512277,33865398,-118388529
11516737,33997140,-118389652
11578899,34036780,-118481046
11598294,34037786,-118386155
11633352,34079246,-118378264
11638597,34080790,-118409793
11702040,33997634,-118321914
11718589,34014796,-118294074
11738726,34043627,-118374187
11740482,34046406,-118369527
11751252,34049894,-118339739
11824244,34042610,-118185288
11874538,34084872,-118190789
11882769,34099939,-118148550
11913793,34111165,-118113403
11931745,34087294,-118076062
11984150,34065150,-118334371
11987865,34075006,-118337235
11997104,34086836,-118350995
11998250,34084820,-118357201
11999394,34080766,-118368479
12031262,34117417,-118310613
12035587,34105708,-118303037
12045456,34217643,-118238506
12047259,34188578,-118228550
12062283,34151460,-118260289
12064846,34138948,-118251831
12072104,34166251,-118245929
12096087,34133304,-118180291
12115323,34167561,-118125087
12122557,34153392,-118096298
12125736,34159037,-118077616
12150728,34223813,-118219249
12164954,34176966,-118144531
12167685,34200813,-118129704
12206759,33963341,-118304742
12214731,33958926,-118237312
12243131,33920708,-118303342
12260623,33900965,-118255934
12266590,33912386,-118249864
12289608,33902837,-118203190
12300897,33955515,-118224528
12305137,33951435,-118202343
12324309,33891508,-118174181
12330178,33956478,-118139627
12335302,33924342,-118145465
12351695,33931935,-118109555
12380035,34010731,-118135413
12407207,33878872,-118061951
12412627,33872023,-118066259
12414862,33864389,-118058348
12422739,33851658,-118094463
12428954,33842422,-118091474
12433241,33838466,-118068034
12440056,33816429,-118104582
12448945,33869836,-118171655
12472467,33849702,-118153500
12488169,33836263,-118113982
12489251,33837268,-118128878
12515126,33800335,-118114389
12519605,33794095,-118092305
12519705,33794574,-118095026
12527501,33751727,-118119935
12531983,33760031,-118131049
12579234,33829455,-118245191
12583867,33833640,-118268038
12609666,33812962,-118321625
12610004,33812504,-118318186
12627756,33785847,-118276037
12630301,33789389,-118264384
12650694,33729406,-118283227
12670581,33815116,-118379083
12693813,33779824,-118318976
12700973,33719656,-118319645
12709992,33771484,-118395344
12722109,33932620,-118097166
12722432,33928484,-118094264
12729213,33930776,-118032914
12733464,33917610,-117980903
12740588,33912360,-118028792
12816726,34032567,-117953216
12835365,34008188,-117961111
12837439,34034208,-117922045
12855561,33993918,-117987625
12878200,34031742,-117732814
12883939,34061447,-117759424
12892257,34072329,-117763844
12897256,34098223,-117759370
12902796,34102219,-117835566
12908203,34079401,-117834922
12919315,34092889,-117920880
12921577,34086167,-117842565
12937501,34075275,-117916461
12952812,34060719,-117928042
12961222,34129062,-118009266
13015354,34141399,-117905053
13033812,34131121,-117867415
13046096,34126047,-117777819
13055081,34142429,-117758338
13089660,34016719,-117885094
13846506,33724110,-117858457
13849015,33717529,-117860931
13857059,33930130,-117942472
13857602,33926320,-117943210
13857947,33934291,-117951864
13893905,33595084,-117872128
13902821,33890904,-117990608
13902867,33890484,-117991198
13908370,33839653,-117988124
13908869,33863374,-117982351
13913711,33857107,-117947126
13914141,33857042,-117955396
13914525,33854943,-117948507
13934734,33783739,-117926470
13949599,33756218,-117955961
13973084,33727367,-117887526
14010653,33829278,-118018354
14010767,33828811,-118012543
14020483,33674589,-117922078
14031876,33723841,-117967584
14055805,33677785,-117978807
14082073,33741875,-117926370
14087808,33740422,-118096273
14091919,33768775,-118021129
14095093,33778599,-118046618
14103937,33796979,-117921088
14106724,33811786,-118033839
14109940,33826946,-118048160
14112800,33826609,-118041098
14113779,33819872,-118048349
14140260,33892209,-117889172
14151331,33940402,-117924946
14161264,33922710,-117877092
14165875,33906766,-117773903
14170100,33896738,-117862359
14172104,33891667,-117845449
14195940,33899958,-117773994
14200601,33884861,-117744318
14202866,33868243,-117737914
14215796,33849330,-117785074
14242496,33777494,-117828461
14248426,33770898,-117853906
14262610,33722608,-117891988
14280921,33653150,-117903336
14281420,33649942,-117907302
14294144,33641552,-117869670
14294605,33632729,-117880789
14307451,33677142,-117808331
14317151,33592689,-117860290
14323002,33665432,-117779672
14362805,33684854,-117650332
14363575,33684570,-117648186
14369718,33650974,-117668154
14373979,33649546,-117695967
14386495,33591727,-117741658
14397461,33539877,-117688559
14399715,33551504,-117754617
14400382,33552989,-117770555
14416319,33548388,-117695243
14422416,33505154,-117710804
14431885,33477744,-117687429
14443208,33441610,-117603698
14443702,33446005,-117592188
14466374,33577002,-117665701
14483918,33635322,-117625248
14489567,33614833,-117639955
14489805,33614963,-117674433
14503202,33649510,-117654203
14393565,33567720,-117739468
14461009,33570649,-117581349
11150580,34395688,-118454265
11162335,34440650,-118378663
14321989,33626614,-117801874
11650382,34093910,-118465304
14166225,33902297,-117799353
13903567,33887669,-117995715
11175150,34498856,-118617739
17151820,34182950,-119211140
17150526,34194659,-119210240
17210444,34220468,-118869724
14290991,33694962,-117811440
11162510,34442371,-118410022
11200550,34559638,-118107528
13053902,34151988,-117689076
17061937,34378764,-119065753
11191247,34596842,-118173587
14068872,33710445,-118042520
11193498,34584897,-118159637
13892563,33605332,-117885960
14357579,33705297,-117736654
17053361,34444276,-119287152
17053468,34440277,-119264222
17068126,34365292,-119447865
17082106,34268456,-119250134
17087454,34271793,-119224273
17093073,34277543,-119197206
17123341,34240071,-119052182
17129921,34220095,-119011737
17193110,34164578,-118975161
17208039,34240318,-118902661
17210734,34224452,-118869685
17215125,34237704,-118928062
17218124,34212739,-118843070
17246759,34255442,-118741949
17247074,34260615,-118736478
17253952,34259244,-118773253
17264661,34173752,-118921550
17268432,34203108,-118910027
17270545,34172303,-118952485
17291026,34192187,-118822152
17293079,34145038,-118851793
10730075,34188185,-118630220
10750738,34127957,-118720633
10777709,34203653,-118519531
10787131,34189314,-118565852
10801177,34177048,-118524724
10808847,34161292,-118605275
10865589,34137825,-118473812
10888425,34179912,-118400284
10894627,34171533,-118427862
10894986,34167235,-118425315
10895086,34165530,-118425311
10906942,34152663,-118405705
10911690,34142942,-118382098
10917818,34141936,-118422915
10923529,34228151,-118370352
10926769,34188226,-118363623
10934109,34129594,-118353430
10956676,34173391,-118346040
10966173,34305344,-118447949
10987821,34256660,-118404047
10993693,34276305,-118294912
11013801,34290068,-118503363
11034990,34239770,-118435876
11038189,34252192,-118428105
11057230,34265790,-118486393
11062724,34228149,-118503284
11084200,34252671,-118511654
11093152,34241813,-118515807
11101226,34223179,-118537497
11158062,34432445,-118529649
11162842,34387305,-118537390
11201609,34584613,-118106354
11211807,34566131,-118046139
11279060,34691512,-118149642
11280939,34682851,-118181389
11294979,34692873,-118110871
11297932,34683287,-118109225
11298316,34679192,-118111212
11300810,34676817,-118084510
11320413,34643717,-118258389
11344576,34472047,-118526243
11394694,33969688,-118324885
11462660,33962480,-118430710
11467904,33957964,-118400180
11471711,33922580,-118423182
11479449,33923360,-118401290
11494269,33860881,-118381389
11502930,33891722,-118396283
11506500,33893360,-118409317
11508450,33879487,-118403951
11528840,33998799,-118404611
11536731,33986279,-118462652
11554371,34018810,-118429575
11556964,34014875,-118418712
11561423,34026818,-118437434
11565023,34041558,-118455506
11605250,34031558,-118379144
11624673,34054388,-118403524
11633506,34079758,-118379211
11638690,34074442,-118405328
11665192,34043999,-118546363
11675886,34042348,-118575665
11679166,34037102,-118638398
11682285,34060292,-118743793
11703720,34001628,-118301934
11728682,34026586,-118330419
11755026,34062509,-118369331
11850601,34034749,-118142716
11877572,34101006,-118162410
11927242,34106609,-118070437
11979583,34119428,-118175480
11997082,34085462,-118351906
11999068,34084103,-118374683
12029027,34109004,-118326817
12029493,34112243,-118333411
12042873,34225847,-118249636
12055389,34159561,-118296031
12057069,34173387,-118274900
12073072,34164942,-118235073
12076686,34174928,-118198707
12078999,34166801,-118215541
12080785,34140488,-118202136
12085148,34133047,-118235528
12085194,34131802,-118233488
12087125,34134472,-118230260
12095719,34138831,-118178972
12114673,34153092,-118124267
12126174,34155274,-118075526
12128218,34169868,-118062983
12130830,34157589,-118039850
12133468,34156660,-118058586
12141667,34127632,-118022170
12148882,34235947,-118244546
12149655,34226863,-118234429
12158908,34173487,-118155741
12163808,34190492,-118144057
12170759,34183384,-118166871
12171020,34173187,-118133809
12172169,34172323,-118121803
12179646,34221896,-118222870
12180491,33988102,-118300725
12195329,33969161,-118292053
12198169,33969985,-118262363
12230384,33935197,-118235734
12232932,33936681,-118262733
12287822,33895036,-118191008
12339413,33905088,-118152904
12379125,34002328,-118112923
12385624,33953714,-118122892
12392676,33989899,-118077533
12398403,33960038,-118098932
12438550,33813360,-118079986
12450460,33873589,-118151833
12457030,33849640,-118186040
12462673,33828432,-118170753
12490196,33836607,-118138674
12492107,33833726,-118113718
12492989,33825569,-118114355
12504747,33794861,-118177287
12514336,33790674,-118119221
12515803,33805600,-118114868
12516126,33807999,-118118370
12529763,33770470,-118121399
12531050,33759461,-118138184
12541054,33786358,-118158331
12591842,33828245,-118300160
12616832,33803378,-118208789
12658271,33341653,-118324469
12665912,33834501,-118383427
12670191,33804826,-118381821
12679627,33824260,-118358598
12684725,33800848,-118362238
12688805,33763161,-118412941
12696412,33752939,-118313699
12697202,33743285,-118335232
12703395,33767140,-118323073
12720718,33925296,-118073822
12721025,33930237,-118082409
12731345,33917762,-117999262
12739807,33908959,-118020591
12745067,33904588,-118100695
12756208,33895023,-118090661
12769394,34042345,-117992821
12775999,34017990,-118067296
12791644,33945082,-118017625
12792154,33934450,-118017812
12794012,33937966,-118031826
12807290,33966841,-118071728
12818905,34015856,-117981752
12837686,34031275,-117925040
12846561,33978754,-117905079
12847549,33972029,-117881434
12853328,34025371,-117792231
12866458,34109913,-117702172
12876534,34054272,-117732253
12883734,34065370,-117757623
12909234,34086435,-117821772
12910837,34097272,-117850687
12999276,34101225,-118029970
13021178,34145153,-117914701
13024424,34119431,-117895023
13042540,34139056,-117841887
13042809,34138144,-117840947
13050095,34135898,-117759094
13060142,33991761,-117806935
13060365,33991418,-117816500
13064696,34035341,-117797463
13068303,34023010,-117862615
13075795,34014618,-117809784
13075941,34010567,-117809480
13085893,34025558,-117907628
13838312,33759315,-117893181
13839597,33744186,-117890887
13851775,33930614,-117964359
13852466,33929878,-117969168
13870880,33867289,-117955911
13871911,33874353,-117938992
13879834,33842099,-117900322
13880721,33829685,-117923937
13902507,33878341,-117988732
13902799,33892245,-117990358
13926196,33776797,-118080702
13931493,33796074,-117949583
13966815,33725626,-117973267
13995511,33808032,-117956737
13995994,33806200,-117948000
14025597,33676591,-117893518
14029806,33730961,-117968939
14038589,33739730,-118021543
14045496,33644278,-117962066
14051201,33669020,-117981433
14053020,33679227,-117972742
14054707,33673736,-117959803
14061332,33692303,-117969350
14062467,33688758,-117956868
14062751,33693009,-117966017
14064531,33694402,-117993518
14072916,33714524,-117956343
14083308,33756098,-118027159
14095801,33777711,-118052299
14108635,33813003,-118058918
14139120,33912077,-117900099
14141382,33889594,-117953556
14151624,33939457,-117922779
14151647,33939288,-117920822
14173049,33906803,-117858728
14207822,33855174,-117781255
14215774,33846954,-117785491
14219890,33815201,-117776816
14225187,33831555,-117860678
14227578,33807837,-117845790
14229645,33812967,-117821947
14229998,33804207,-117814128
14233787,33793915,-117827421
14242620,33782952,-117805791
14243349,33786500,-117802000
14247344,33765492,-117800755
14258342,33739277,-117855309
14288450,33726037,-117805641
14295303,33643090,-117880637
14296396,33623352,-117867062
14334090,33758298,-117785255
14364467,33687569,-117628516
14364767,33684240,-117630375
14373050,33637751,-117682469
14391041,33582756,-117739593
14408813,33536513,-117664756
14408912,33516805,-117632911
14417242,33535757,-117720665
14423745,33502763,-117643345
14433938,33497442,-117696412
14434887,33464370,-117652420
14438889,33454044,-117636429
14442911,33474947,-117693034
14445298,33436164,-117612010
14446426,33428137,-117595474
14447284,33453375,-117652657
14455964,33543717,-117666906
14470489,33580684,-117649435
14470812,33574413,-117649979
14471112,33575202,-117646221
14471635,33584187,-117645775
14475047,33606618,-117659935
14477149,33642694,-117627635
14484339,33621685,-117619078
14485022,33624337,-117611566
14485763,33618159,-117644320
14499221,33644990,-117633812
14501428,33644444,-117622694
12354061,33994808,-118196275
13052650,34124591,-117710342
11704134,33998489,-118304944
10714961,34214525,-118606942
11323560,34583904,-118166321
14303713,33714250,-117789618
14323172,33660574,-117778682
14350002,33728323,-117750602
17226262,34236446,-118784912
17292208,34143782,-118870370
17062636,34407821,-118927416
14443315,33456210,-117607057
14453063,33463750,-117579105
17178682,34211298,-119175400
14437762,33459341,-117617264
11186763,34623614,-118190657
12527147,33754753,-118119056
14327321,33619384,-117817460
14456911,33549636,-117644095
14457935,33543826,-117646066
14458027,33537180,-117645735
17187993,34209103,-119019825
13981971,33655256,-117880422
11217222,34561001,-118017636
10915419,34138751,-118376059
14358776,33698897,-117727792
11302302,34688231,-118072183
17057513,34452349,-119231651
17059658,34430250,-119283139
17069485,34392542,-119303077
17126871,34226652,-119070916
17129188,34217317,-119000686
17136540,34235834,-119029581
17137262,34228499,-119033101
17137646,34240328,-119019262
17138561,34228848,-119023279
17143473,34225692,-119004887
17149825,34193269,-119203423
17173654,34155366,-119187976
17193088,34165955,-118973182
17197953,34268021,-118902845
17208025,34249221,-118901881
17217029,34214895,-118813828
17239019,34289710,-118698518
17268868,34146139,-118857465
17276808,34183703,-118840537
17279682,34228682,-118864216
17281891,34193148,-118869738
17287212,34194075,-118776862
10724374,34207044,-118647027
10729123,34183996,-118636834
10733761,34171598,-118636573
10757227,34154326,-118629454
10767940,34216937,-118584904
10771618,34206879,-118579158
10776364,34207658,-118528890
10795211,34178605,-118575864
10814970,34154768,-118553506
10816798,34152062,-118521222
10817939,34147836,-118599382
10839021,34191605,-118461669
10849987,34178544,-118516274
10850533,34177338,-118513612
10858266,34151897,-118440461
10864334,34146429,-118462804
10872138,34220540,-118419019
10883890,34196110,-118420871
10890413,34180255,-118371027
10892287,34176202,-118386050
10894283,34174072,-118425179
